x y z
0.09743590 0.01461538 8.91318412
0.18025641 0.06820513 4.84858244
0.15102564 0.10230769 4.08516999
0.05358974 0.08282051 3.13618606
0.06820513 0.05358974 4.00254949
0.12179487 0.17051282 3.47654538
0.03897436 0.11692308 3.01623262
0.10717949 0.19487179 3.36932249
0.02435897 0.13641026 3.04112869
0.00974359 0.15589744 3.08487070
0.16564103 0.09256410 4.30314822
0.18025641 0.07307692 4.73267945
0.08282051 0.02435897 6.60108815
0.09743590 0.01948718 7.66871950
0.15102564 0.10717949 4.02980689
0.13641026 0.13153846 3.72709109
0.05358974 0.08769231 3.11669973
0.03897436 0.12179487 3.02859672
0.06820513 0.05846154 3.84018864
0.00974359 0.16076923 3.09645601
0.16564103 0.09743590 4.23516608
0.02435897 0.14128205 3.05445986
0.09743590 0.02435897 6.82861487
0.15102564 0.11205128 3.97949897
0.08282051 0.02923077 5.97621259
0.13641026 0.13641026 3.69754701
0.05358974 0.09256410 3.10365169
0.06820513 0.06333333 3.70831219
0.00974359 0.16564103 3.10756609
0.02435897 0.14615385 3.06720646
0.15102564 0.11692308 3.93370900
0.08282051 0.03410256 5.49729855
0.13641026 0.14128205 3.67074590
0.05358974 0.09743590 3.09555010
0.06820513 0.06820513 3.60126958
0.00974359 0.17051282 3.11823320
0.15102564 0.12179487 3.89197252
0.08282051 0.03897436 5.11814213
0.13641026 0.14615385 3.64642524
0.06820513 0.07307692 3.51451321
0.08282051 0.04384615 4.81120886
0.08282051 0.04871795 4.55891179
